                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                0.39477,                0.43571,                0.82313,                0.65084,                0.86244,                0.82612,                0.80843,                0.33636,                0.83923,                0.83888,             0.00018426,             0.00018426,             0.00018426
                    161,                0.41557,                 0.4385,                0.83599,                0.71919,                0.83302,                0.84295,                0.81472,                0.35962,                0.93987,                0.84152,             0.00018299,             0.00018299,             0.00018299
                    162,                0.39805,                0.42721,                0.83083,                 0.7323,                0.78767,                0.85478,                 0.8295,                  0.336,                0.97293,                0.84146,             0.00018172,             0.00018172,             0.00018172
                    163,                0.41314,                0.43225,                0.83258,                0.75319,                0.77673,                0.82298,                0.79544,                0.34872,                  1.094,                 0.8434,             0.00018045,             0.00018045,             0.00018045
                    164,                0.39364,                0.42016,                0.82784,                0.76447,                 0.8034,                0.84703,                 0.8293,                0.34622,                0.96372,                0.84061,             0.00017918,             0.00017918,             0.00017918
                    165,                 0.4068,                0.43441,                0.82793,                0.73261,                0.77056,                0.83342,                0.80478,                0.34002,                 1.0051,                0.83553,             0.00017791,             0.00017791,             0.00017791
                    166,                0.40494,                0.42293,                0.82895,                0.71642,                0.78062,                0.84095,                0.81337,                0.33923,                0.82599,                0.83546,             0.00017664,             0.00017664,             0.00017664
                    167,                0.38821,                0.40929,                  0.823,                0.69864,                0.78671,                0.83031,                 0.8034,                0.33309,                 0.7502,                0.83459,             0.00017537,             0.00017537,             0.00017537
                    168,                0.39973,                0.41724,                0.82926,                0.76192,                 0.7517,                0.85507,                0.83214,                0.32578,                0.83752,                0.83251,              0.0001741,              0.0001741,              0.0001741
                    169,                0.38784,                 0.4071,                0.82353,                0.75755,                0.72124,                0.83671,                0.81266,                0.32627,                0.82053,                0.83573,             0.00017283,             0.00017283,             0.00017283
                    170,                 0.3916,                0.42258,                0.82454,                0.74169,                0.78723,                0.83995,                0.81246,                0.34973,                0.94597,                0.83597,             0.00017156,             0.00017156,             0.00017156
                    171,                0.40002,                0.41907,                0.82451,                0.76878,                0.77063,                0.84332,                0.82894,                0.31428,                0.96573,                0.83316,             0.00017029,             0.00017029,             0.00017029
                    172,                0.39006,                0.40595,                0.82414,                0.69517,                0.86613,                0.82912,                0.80232,                0.35035,                0.90371,                0.83913,             0.00016901,             0.00016901,             0.00016901
                    173,                0.39099,                0.40682,                0.82444,                0.74137,                 0.8023,                0.82862,                0.80984,                0.31402,                 0.9546,                0.83507,             0.00016774,             0.00016774,             0.00016774
                    174,                0.39037,                0.41643,                0.82328,                0.77078,                0.79569,                0.82135,                0.79625,                0.35176,                0.82627,                0.83834,             0.00016647,             0.00016647,             0.00016647
                    175,                0.37842,                0.38982,                0.82899,                0.70014,                0.87042,                0.84737,                0.82142,                0.31922,                0.68726,                0.83156,              0.0001652,              0.0001652,              0.0001652
                    176,                  0.386,                0.40737,                0.82766,                0.71216,                0.84367,                0.82691,                0.80427,                0.34644,                0.95495,                0.83172,             0.00016393,             0.00016393,             0.00016393
                    177,                0.38768,                0.39826,                 0.8205,                0.72547,                0.80688,                0.83339,                0.80277,                0.33723,                0.90492,                0.83433,             0.00016266,             0.00016266,             0.00016266
                    178,                0.38194,                0.40415,                0.82423,                0.73968,                 0.7783,                0.84238,                 0.8143,                0.30999,                 1.0018,                 0.8326,             0.00016139,             0.00016139,             0.00016139
                    179,                0.38139,                0.39668,                0.82614,                0.77362,                0.74625,                0.84336,                0.81889,                0.31886,                 1.0986,                0.83459,             0.00016012,             0.00016012,             0.00016012
                    180,                0.37656,                0.38711,                0.82757,                0.78127,                0.80226,                0.83827,                0.81401,                0.33832,                0.94222,                0.83375,             0.00015885,             0.00015885,             0.00015885
                    181,                0.38695,                0.40362,                0.82287,                0.77003,                0.78563,                0.86392,                0.84389,                0.33401,                 0.9467,                0.83647,             0.00015758,             0.00015758,             0.00015758
                    182,                0.37801,                0.39106,                0.82873,                0.77721,                0.75974,                0.84846,                0.82275,                0.34015,                0.83694,                0.83444,             0.00015631,             0.00015631,             0.00015631
                    183,                0.38014,                0.39703,                0.82372,                0.79248,                0.77176,                0.85771,                0.83204,                0.33451,                0.75964,                0.83542,             0.00015504,             0.00015504,             0.00015504
                    184,                0.37141,                0.38315,                0.81848,                 0.6541,                0.85308,                 0.8218,                0.78916,                0.34211,                0.81216,                0.83629,             0.00015377,             0.00015377,             0.00015377
                    185,                0.37882,                0.40039,                 0.8232,                0.65957,                0.88948,                 0.8431,                0.81212,                0.36473,                0.82248,                 0.8384,              0.0001525,              0.0001525,              0.0001525
                    186,                0.37796,                0.39733,                0.81837,                0.76034,                0.72976,                0.82367,                0.78915,                0.36614,                0.88053,                0.84431,             0.00015123,             0.00015123,             0.00015123
                    187,                 0.3712,                0.37672,                0.82469,                0.68578,                0.85246,                0.83901,                0.81854,                0.32128,                 0.8754,                0.83437,             0.00014996,             0.00014996,             0.00014996
                    188,                0.37455,                0.39234,                 0.8243,                0.76627,                0.76877,                0.83578,                0.80206,                0.37103,                0.85288,                0.84169,             0.00014869,             0.00014869,             0.00014869
                    189,                0.36904,                0.39008,                0.81297,                0.67399,                0.84236,                0.83262,                 0.8068,                0.34831,                0.95798,                0.83686,             0.00014742,             0.00014742,             0.00014742
                    190,                0.38158,                0.39717,                0.82294,                0.75035,                0.78134,                0.84694,                0.82488,                0.35196,                0.83183,                0.83689,             0.00014615,             0.00014615,             0.00014615
                    191,                0.37426,                0.39296,                0.82324,                0.74176,                0.81642,                0.83816,                0.81702,                0.33672,                0.83593,                 0.8336,             0.00014488,             0.00014488,             0.00014488
                    192,                0.37353,                0.38599,                 0.8254,                0.72722,                0.81223,                0.85711,                0.81791,                0.37062,                0.79512,                0.83518,             0.00014361,             0.00014361,             0.00014361
                    193,                0.36903,                0.37981,                0.82023,                0.72536,                0.80957,                0.85339,                0.82532,                0.35711,                0.74175,                0.83727,             0.00014233,             0.00014233,             0.00014233
                    194,                0.35978,                0.37596,                0.82251,                0.79085,                0.75216,                0.85903,                0.83831,                0.35806,                0.72331,                0.83499,             0.00014106,             0.00014106,             0.00014106
                    195,                0.36223,                0.37908,                0.81178,                0.69441,                0.88396,                0.84432,                0.81881,                0.35481,                0.82212,                0.84046,             0.00013979,             0.00013979,             0.00013979
                    196,                0.35598,                0.37023,                0.81916,                0.72807,                0.83351,                0.84686,                0.82546,                0.35226,                0.74348,                0.83851,             0.00013852,             0.00013852,             0.00013852
